timestamp,microservice4
00:00:00,0.418356895446777
00:00:30,0.418371677398682
00:01:00,0.418323993682861
00:01:30,0.41829252243042
00:02:00,0.418123722076416
00:02:30,0.418407917022705
00:03:00,0.418441295623779
00:03:30,0.418222904205322
00:04:00,0.418247699737549
00:04:30,0.418290615081787
00:05:00,0.418377876281738
00:05:30,0.418451309204102
00:06:00,0.418489933013916
00:06:30,0.418409824371338
00:07:00,0.41804313659668
00:07:30,0.418102264404297
00:08:00,0.418198585510254
00:08:30,0.418247222900391
00:09:00,0.418310642242432
00:09:30,0.41832160949707
00:10:00,0.418535232543945
00:10:30,0.419926643371582
00:11:00,0.418653964996338
00:11:30,0.418688297271729
00:12:00,0.418354988098144
00:12:30,0.418466567993164
00:13:00,0.418579578399658
00:13:30,0.418666839599609
00:14:00,0.418729305267334
00:14:30,0.419809818267822
00:15:00,0.418776988983154
00:15:30,0.418783187866211
00:16:00,0.418910026550293
00:16:30,0.418888568878174
00:17:00,0.418630123138428
00:17:30,0.418684005737305
00:18:00,0.418737888336182
00:18:30,0.418776512145996
00:19:00,0.418787002563477
00:19:30,0.418888568878174
00:20:00,0.418982982635498
00:20:30,0.419002532958984
00:21:00,0.419134140014648
00:21:30,0.419193267822266
00:22:00,0.418733596801758
00:22:30,0.418685913085938
00:23:00,0.418716907501221
00:23:30,0.418787956237793
00:24:00,0.418896675109863
00:24:30,0.418886661529541
00:25:00,0.41892671585083
00:25:30,0.41890811920166
00:26:00,0.418954849243164
00:26:30,0.418979167938232
00:27:00,0.418653011322022
00:27:30,0.418785572052002
00:28:00,0.41892147064209
00:28:30,0.420122146606445
00:29:00,0.419142723083496
00:29:30,0.419128894805908
00:30:00,0.419308662414551
00:30:30,0.419379711151123
00:31:00,0.419583797454834
00:31:30,0.419574737548828
00:32:00,0.419192314147949
00:32:30,0.419207096099854
00:33:00,0.419167995452881
00:33:30,0.419192790985107
00:34:00,0.419337749481201
00:34:30,0.419270992279053
00:35:00,0.419301986694336
00:35:30,0.419302940368652
00:36:00,0.419321060180664
00:36:30,0.419300556182861
00:37:00,0.418738842010498
